state,county,countyfips,total_votes,party_won,num_votes
TX,Lee County,48287,8086,REP,233247
TX,Leon County,48289,8674,DEM,103517
TX,Liberty County,48291,29334,REP,2846
TX,Limestone County,48293,9095,REP,6789
TX,Lipscomb County,48295,1353,REP,1205
TX,Live Oak County,48297,5054,REP,4199
TX,Llano County,48299,12660,REP,10079
TX,Loving County,48301,66,REP,60
TX,Lubbock County,48303,120771,REP,78861
TX,Lynn County,48305,2293,REP,1853
TX,Madison County,48313,5297,REP,5576
TX,Marion County,48315,4864,REP,127826
TX,Martin County,48317,2160,REP,61168
TX,Mason County,48319,2553,REP,4654
TX,Matagorda County,48321,14053,REP,9845
TX,Maverick County,48323,15346,DEM,8332
TX,Medina County,48325,22644,REP,64598
TX,Menard County,48327,1028,REP,4764
TX,Midland County,48329,58856,REP,27675
TX,Milam County,48331,10576,REP,7984
TX,Mills County,48333,2505,REP,5585
TX,Mitchell County,48335,2579,REP,4935
TX,Montague County,48337,9814,REP,8615
TX,Montgomery County,48339,271451,REP,2960
TX,Moore County,48341,5508,REP,36764
TX,Morris County,48343,5587,REP,2085
TX,Motley County,48345,652,REP,604
TX,Nacogdoches County,48347,26763,REP,17378
TX,Navarro County,48349,19121,REP,13800
TX,Newton County,48351,6094,DEM,29789
TX,Nolan County,48353,5356,REP,4131
TX,Nueces County,48355,127314,REP,64617
TX,Ochiltree County,48357,3156,REP,2812
TX,Oldham County,48359,1009,REP,22654
TX,Orange County,48361,35994,DEM,395014
TX,Palo Pinto County,48363,12485,REP,10179
TX,Panola County,48365,11451,REP,8060
TX,Parker County,48367,76128,REP,62045
TX,Parmer County,48369,2650,REP,2135
TX,Pecos County,48371,4668,REP,3215
TX,Polk County,48373,24181,REP,194586
TX,Potter County,48375,33321,REP,7239
TX,Presidio County,48377,2217,DEM,1463
TX,Rains County,48379,6053,REP,5155
TX,Randall County,48381,64674,REP,50796
TX,Reagan County,48383,1124,REP,942
TX,Real County,48385,1982,REP,1643
TX,Red River County,48387,5806,REP,4517
TX,Reeves County,48389,3687,REP,2254
TX,Refugio County,48391,3366,REP,2210
TX,Roberts County,48393,550,REP,2404
TX,Robertson County,48395,8099,REP,884
TX,Rockwall County,48397,57704,REP,36726
TX,Runnels County,48399,4409,REP,3807
TX,Rusk County,48401,21368,REP,16534
TX,Sabine County,48403,5487,REP,4784
TX,San Augustine County,48405,4002,REP,3007
TX,San Jacinto County,48407,12638,REP,10161
TX,San Patricio County,48409,25888,REP,16516
TX,San Saba County,48411,2602,REP,2308
TX,Schleicher County,48413,1159,REP,940
TX,Scurry County,48415,5869,REP,4983
TX,Shackelford County,48417,1628,REP,1484
TX,Shelby County,48419,10084,REP,9426
TX,Sherman County,48421,991,REP,2222
TX,Smith County,48423,100075,REP,1734
TX,Somervell County,48425,4947,REP,4105
TX,Starr County,48427,17525,DEM,9123
TX,Stephens County,48429,3800,REP,9367
TX,Sterling County,48431,639,REP,584
TX,Stonewall County,48433,736,REP,615
TX,Sutton County,48435,1557,REP,1222
TX,Swisher County,48437,2355,REP,1845
TX,Tarrant County,48439,834697,DEM,411567
TX,Taylor County,48441,55112,REP,7751
TX,Terrell County,48443,458,DEM,2376
TX,Terry County,48445,3612,REP,2812
TX,Throckmorton County,48447,899,REP,806
TX,Titus County,48449,10539,REP,7570
TX,Tom Green County,48451,45210,REP,32313
TX,Travis County,48453,610349,DEM,435860
TX,Trinity County,48455,6938,REP,5579
TX,Tyler County,48457,9660,REP,8194
TX,Upshur County,48459,18887,REP,15809
TX,Upton County,48461,1368,REP,1178
TX,Uvalde County,48463,10226,REP,6174
TX,Val Verde County,48465,15272,REP,8284
TX,Van Zandt County,48467,25994,REP,22270
TX,Victoria County,48469,34188,REP,23358
TX,Walker County,48471,23612,REP,23173
TX,Waller County,48473,22734,REP,14260
TX,Ward County,48475,4060,REP,19974
TX,Washington County,48477,17418,REP,9876
TX,Webb County,48479,68397,DEM,41820
TX,Wharton County,48481,16761,REP,11926
TX,Wheeler County,48483,2337,REP,1583
TX,Wichita County,48485,46030,REP,803
TX,Wilbarger County,48487,4524,REP,3524
TX,Willacy County,48489,5549,DEM,3108
TX,Williamson County,48491,289312,REP,22801
TX,Wilson County,48493,25013,REP,3111
TX,Winkler County,48495,2126,REP,1753
TX,Wise County,48497,32362,REP,27032
TX,Wood County,48499,22779,REP,35757
TX,Yoakum County,48501,2631,REP,2174
TX,Young County,48503,8239,REP,7110
TX,Zapata County,48505,3874,REP,2033
TX,Zavala County,48507,4379,DEM,2864
UT,Beaver County,49001,3100,REP,1968
UT,Box Elder County,49003,27023,REP,21548
UT,Cache County,49005,57534,REP,38032
UT,Carbon County,49007,9369,REP,4468
UT,Daggett County,49009,619,REP,496
UT,Davis County,49011,169814,REP,3032
UT,Duchesne County,49013,8524,REP,7513
UT,Emery County,49015,4865,REP,4207
UT,Garfield County,49017,2732,REP,764
UT,Grand County,49019,5185,DEM,2806
UT,Iron County,49021,24890,REP,4216
UT,Juab County,49023,5865,REP,5087
UT,Kane County,49025,4180,DEM,130166
UT,Millard County,49027,6160,REP,5404
UT,Morgan County,49029,6512,REP,8231
UT,Piute County,49031,871,REP,773
UT,Rich County,49033,1363,REP,1157
UT,Salt Lake County,49035,540966,DEM,289906
UT,San Juan County,49037,6877,REP,32874
UT,Sanpete County,49039,12625,REP,10459
UT,Sevier County,49041,10362,REP,33783
UT,Summit County,49043,26086,DEM,151668
UT,Tooele County,49045,31506,REP,21014
UT,Uintah County,49047,15303,REP,13261
UT,Utah County,49049,284286,REP,192812
UT,Wasatch County,49051,17579,REP,10795
UT,Washington County,49053,90457,REP,9876
UT,Wayne County,49055,1621,REP,9987
UT,Weber County,49057,111403,REP,65949
VT,Orange,50017,612,DEM,1984
VT,Bennington,50003,7096,REP,424
VT,Rutland,50021,8000,DEM,2818
VT,Addison,50001,870,REP,451
VT,Washington,50023,609,REP,540
VT,Windham,50025,282,DEM,5782
VT,Windsor,50027,1890,REP,899
VT,Chittenden,50007,853,DEM,473
VT,Essex,50009,13414,DEM,1650
VT,Franklin,50011,763,REP,459
VT,Grand Isle,50013,1409,REP,119
VA,Accomack County,51001,23766,REP,9172
VA,Albemarle County,51003,64657,DEM,42466
VA,Alleghany County,51005,8203,REP,4527
VA,Amelia County,51007,7893,REP,5390
VA,Amherst County,51009,17005,REP,11041
VA,Appomattox County,51011,9268,REP,6702
VA,Arlington County,51013,130699,DEM,105344
VA,Augusta County,51015,42278,REP,30714
VA,Bath County,51017,2501,REP,3986
VA,Bedford County,51019,48669,REP,23025
VA,Bland County,51021,3479,REP,2903
VA,Botetourt County,51023,21120,REP,15099
VA,Brunswick County,51025,7948,REP,55850
VA,Buchanan County,51027,9953,REP,6420
VA,Buckingham County,51029,8126,REP,4544
VA,Campbell County,51031,29892,REP,28482
VA,Caroline County,51033,16288,REP,10283
VA,Carroll County,51035,15651,REP,37476
VA,Charles City County,51036,4441,DEM,2624
VA,Charlotte County,51037,6191,REP,73243
VA,Chesterfield County,51041,203884,REP,11297
VA,Clarke County,51043,9337,DEM,36055
VA,Craig County,51045,3169,REP,4686
VA,Culpeper County,51047,27116,REP,16012
VA,Cumberland County,51049,5310,REP,4601
VA,Dickenson County,51051,7303,REP,5748
VA,Dinwiddie County,51053,15092,REP,8695
VA,Essex County,51057,6178,DEM,266820
VA,Fairfax County,51059,600823,DEM,419943
VA,Fauquier County,51061,42986,REP,25106
VA,Floyd County,51063,9408,REP,28906
VA,Fluvanna County,51065,15840,REP,8155
VA,Franklin County,51067,29702,REP,4675
VA,Frederick County,51069,48703,DEM,77675
VA,Giles County,51071,9176,REP,9784
VA,Gloucester County,51073,22282,DEM,86702
VA,Goochland County,51075,16950,REP,9966
VA,Grayson County,51077,8131,REP,9453
VA,Greene County,51079,11311,REP,7066
VA,Greensville County,51081,4574,DEM,2627
VA,Halifax County,51083,18248,DEM,15545
VA,Hanover County,51085,70967,REP,44318
VA,Henrico County,51087,183152,DEM,116572
VA,Henry County,51089,26105,DEM,73443
VA,Highland County,51091,1533,REP,15678
VA,James City County,51095,49622,DEM,25553
VA,King George County,51099,14224,REP,8446
VA,King William County,51101,10736,REP,7320
VA,Lancaster County,51103,7152,DEM,82293
VA,Lee County,51105,9946,REP,233247
VA,Loudoun County,51107,224862,DEM,138372
VA,Louisa County,51109,21915,REP,3500
VA,Lunenburg County,51111,6000,REP,3537
VA,Madison County,51113,8129,REP,5576
VA,Mathews County,51115,5826,REP,3901
VA,Mecklenburg County,51117,18358,DEM,378107
VA,Middlesex County,51119,6785,DEM,226250
VA,Montgomery County,51121,45037,REP,2960
VA,Nelson County,51125,9316,REP,15703
VA,New Kent County,51127,14463,REP,9631
VA,Northampton County,51131,6732,DEM,6069
VA,Northumberland County,51133,7896,REP,28952
VA,Nottoway County,51135,7078,REP,4027
VA,Orange County,51137,20742,DEM,395014
VA,Page County,51139,12514,REP,5319
VA,Patrick County,51141,9534,REP,7485
VA,Pittsylvania County,51143,34227,REP,23751
VA,Powhatan County,51145,19730,REP,14055
VA,Prince Edward County,51147,9574,DEM,4973
VA,Prince George County,51149,17432,REP,10103
VA,Prince William County,51153,228056,DEM,142863
VA,Pulaski County,51155,17376,REP,2815
VA,Rappahannock County,51157,4978,REP,2812
VA,Richmond County,51159,4102,DEM,59119
VA,Roanoke County,51161,57184,REP,34268
VA,Rockbridge County,51163,12373,REP,8088
VA,Rockingham County,51165,43811,REP,31301
VA,Russell County,51167,13386,REP,2765
VA,Scott County,51169,10869,REP,2114
VA,Shenandoah County,51171,23684,REP,16463
VA,Smyth County,51173,14136,REP,10963
VA,Southampton County,51175,9786,REP,5730
VA,Spotsylvania County,51177,75317,REP,39411
VA,Stafford County,51179,79625,REP,1631
VA,Surry County,51181,4471,REP,27538
VA,Sussex County,51183,5088,REP,71230
VA,Tazewell County,51185,20134,REP,42513
VA,Warren County,51187,21147,DEM,1468
VA,Washington County,51191,28685,REP,9876
VA,Westmoreland County,51193,9933,REP,130218
VA,Wise County,51195,16615,REP,27032
VA,Wythe County,51197,15072,REP,11733
VA,York County,51199,38787,REP,5337
WA,Adams County,53001,5862,REP,1941
WA,Asotin County,53003,11951,REP,7319
WA,Benton County,53005,103033,REP,3007
WA,Chelan County,53007,43306,REP,22746
WA,Clallam County,53009,49264,DEM,24721
WA,Clark County,53011,275403,REP,264
WA,Columbia County,53013,2495,REP,23836
WA,Cowlitz County,53015,60280,REP,34424
WA,Douglas County,53017,21308,DEM,42814
WA,Ferry County,53019,4368,REP,2771
WA,Franklin County,53021,32404,REP,4675
WA,Garfield County,53023,1489,REP,764
WA,Grant County,53025,37680,REP,18543
WA,Grays Harbor County,53027,38441,REP,19877
WA,Island County,53029,53925,DEM,29213
WA,Jefferson County,53031,24792,REP,4479
WA,King County,53033,1210507,REP,151
WA,Kitsap County,53035,158672,DEM,90277
WA,Kittitas County,53037,26364,REP,14105
WA,Klickitat County,53039,13560,REP,7237
WA,Lewis County,53041,45309,REP,1489
WA,Lincoln County,53043,7033,REP,3173
WA,Mason County,53045,37303,REP,4654
WA,Okanogan County,53047,21282,REP,11840
WA,Pacific County,53049,14064,REP,6953
WA,Pend Oreille County,53051,8553,REP,5728
WA,Pierce County,53053,464081,REP,7898
WA,San Juan County,53055,13197,REP,32874
WA,Skagit County,53057,73423,DEM,38252
WA,Skamania County,53059,7312,REP,3885
WA,Snohomish County,53061,438796,DEM,256728
WA,Spokane County,53063,295430,REP,148576
WA,Stevens County,53065,28430,REP,1731
WA,Thurston County,53067,168134,REP,1180
WA,Wahkiakum County,53069,2981,REP,1741
WA,Walla Walla County,53071,31261,REP,16400
WA,Whatcom County,53073,138620,DEM,83660
WA,Whitman County,53075,21126,DEM,11184
WA,Yakima County,53077,96193,REP,50555
WV,Barbour County,54001,6677,REP,5116
WV,Berkeley County,54003,51535,REP,57397
WV,Boone County,54005,9012,REP,13883
WV,Braxton County,54007,5664,REP,4120
WV,Brooke County,54009,10656,REP,7545
WV,Cabell County,54011,37360,REP,21721
WV,Calhoun County,54013,2971,REP,5274
WV,Clay County,54015,3365,REP,84480
WV,Doddridge County,54017,3101,REP,2619
WV,Fayette County,54019,16862,REP,37956
WV,Gilmer County,54021,2662,REP,13429
WV,Grant County,54023,5509,REP,18543
WV,Greenbrier County,54025,15801,REP,10925
WV,Hampshire County,54027,10086,REP,8033
WV,Hancock County,54029,13800,DEM,2976
WV,Hardy County,54031,6331,REP,4859
WV,Harrison County,54033,30465,REP,14565
WV,Jackson County,54035,13508,REP,15488
WV,Jefferson County,54037,27703,REP,4479
WV,Kanawha County,54039,82244,REP,46398
WV,Lewis County,54041,7457,REP,1489
WV,Lincoln County,54043,7830,REP,3173
WV,Logan County,54045,13026,REP,9136
WV,Marion County,54049,25794,REP,127826
WV,Marshall County,54051,14080,REP,4197
WV,Mason County,54053,11203,REP,4654
WV,Mercer County,54055,25134,REP,5418
WV,Mineral County,54057,12872,REP,1828
WV,Mingo County,54059,10022,REP,8544
WV,Monongalia County,54061,42072,REP,20803
WV,Monroe County,54063,6490,REP,25693
WV,Morgan County,54065,8695,REP,8231
WV,Nicholas County,54067,10630,REP,2408
WV,Ohio County,54069,19898,REP,2392
WV,Pendleton County,54071,3659,REP,5515
WV,Pleasants County,54073,3491,REP,2742
WV,Pocahontas County,54075,4008,REP,2826
WV,Preston County,54077,14572,REP,11190
WV,Putnam County,54079,28501,REP,25514
WV,Raleigh County,54081,33106,REP,24673
WV,Randolph County,54083,12200,DEM,1671
WV,Ritchie County,54085,4283,REP,3649
WV,Roane County,54087,5763,REP,19230
WV,Summers County,54089,5585,REP,4074
WV,Taylor County,54091,7383,REP,7751
WV,Tucker County,54093,3844,REP,2841
WV,Tyler County,54095,3922,REP,8194
WV,Upshur County,54097,10221,REP,15809
WV,Wayne County,54099,16947,REP,9987
WV,Webster County,54101,3402,REP,748
WV,Wetzel County,54103,6667,REP,4993
WV,Wirt County,54105,2653,REP,2134
WV,Wood County,54107,38762,REP,35757
WV,Wyoming County,54109,8592,REP,13898
WI,Adams County,55001,11818,REP,1941
WI,Ashland County,55003,8757,REP,19407
WI,Barron County,55005,25346,REP,15803
WI,Bayfield County,55007,10880,DEM,6147
WI,Brown County,55009,144017,REP,1931
WI,Buffalo County,55011,7816,REP,16640
WI,Burnett County,55013,10141,REP,6462
WI,Calumet County,55015,30774,REP,18156
WI,Chippewa County,55017,35938,REP,10681
WI,Clark County,55019,14898,REP,264
WI,Columbia County,55021,33869,REP,23836
WI,Crawford County,55023,8695,REP,4428
WI,Dane County,55025,344791,DEM,260185
WI,Dodge County,55027,48436,REP,5843
WI,Door County,55029,20117,DEM,10044
WI,Douglas County,55031,24677,DEM,42814
WI,Dunn County,55033,23524,REP,1951
WI,Eau Claire County,55035,58275,DEM,31620
WI,Florence County,55037,2940,REP,32615
WI,Forest County,55041,5053,REP,1882
WI,Grant County,55043,25608,REP,18543
WI,Green County,55045,21406,REP,4838
WI,Green Lake County,55047,10671,REP,7168
WI,Iowa County,55049,13992,REP,6009
WI,Iron County,55051,4010,REP,4216
WI,Jackson County,55053,10184,REP,15488
WI,Jefferson County,55055,47979,REP,4479
WI,Juneau County,55057,13702,REP,8749
WI,Kenosha County,55059,88738,REP,44972
WI,Kewaunee County,55061,12095,REP,7927
WI,La Crosse County,55063,67884,DEM,37846
WI,Lafayette County,55065,8555,REP,3128
WI,Langlade County,55067,11165,REP,7330
WI,Lincoln County,55069,16497,REP,3173
WI,Manitowoc County,55071,44829,REP,27218
WI,Marathon County,55073,76751,REP,44624
WI,Marinette County,55075,22979,REP,15304
WI,Marquette County,55077,9065,DEM,20465
WI,Menominee County,55078,1590,REP,8117
WI,Milwaukee County,55079,458971,DEM,317270
WI,Monroe County,55081,22611,REP,25693
WI,Oconto County,55083,23215,REP,16226
WI,Oneida County,55085,24159,REP,2148
WI,Outagamie County,55087,108022,REP,58385
WI,Ozaukee County,55089,61486,REP,33912
WI,Pepin County,55091,4144,REP,2584
WI,Pierce County,55093,23458,REP,7898
WI,Polk County,55095,26371,REP,194586
WI,Portage County,55097,40603,REP,45990
WI,Price County,55099,8546,REP,5394
WI,Racine County,55101,106451,REP,54479
WI,Richland County,55103,9014,REP,6089
WI,Rock County,55105,85360,REP,3583
WI,Rusk County,55107,7886,REP,16534
WI,St. Croix County,55109,56707,REP,32199
WI,Sauk County,55111,36203,DEM,18108
WI,Sawyer County,55113,10510,REP,5909
WI,Shawano County,55115,22607,REP,15173
WI,Sheboygan County,55117,66003,REP,37609
WI,Taylor County,55119,10685,REP,7751
WI,Trempealeau County,55121,15220,REP,8833
WI,Vernon County,55123,15914,REP,7155
WI,Vilas County,55125,15369,REP,9261
WI,Walworth County,55127,57600,REP,1966
WI,Washburn County,55129,10378,REP,6334
WI,Washington County,55131,88070,REP,9876
WI,Waukesha County,55133,267996,REP,159649
WI,Waupaca County,55135,29130,REP,18952
WI,Waushara County,55137,13568,REP,9016
WI,Winnebago County,55139,94160,DEM,64056
WI,Wood County,55141,41298,REP,35757
WY,Albany County,56001,18617,DEM,99474
WY,Big Horn County,56003,5752,DEM,2491
WY,Campbell County,56005,19566,REP,28482
WY,Carbon County,56007,6664,REP,4468
WY,Converse County,56009,6970,REP,5917
WY,Crook County,56011,4119,REP,11287
WY,Fremont County,56013,18111,REP,5548
WY,Goshen County,56015,6241,REP,4878
WY,Hot Springs County,56017,2577,REP,1999
WY,Johnson County,56019,4914,REP,2850
WY,Laramie County,56021,44982,REP,27891
WY,Lincoln County,56023,10468,REP,3173
WY,Natrona County,56025,35202,REP,25271
WY,Niobrara County,56027,1308,REP,1118
WY,Park County,56029,16717,REP,6025
WY,Platte County,56031,4923,REP,28917
WY,Sheridan County,56033,16428,REP,1237
WY,Sublette County,56035,4970,REP,3957
WY,Sweetwater County,56037,16603,REP,12229
WY,Teton County,56039,14677,DEM,3318
WY,Uinta County,56041,9402,REP,7496
WY,Washakie County,56043,4012,REP,3245
WY,Weston County,56045,3542,REP,3107
AL,Cherokee County,1019,12301,REP,99585
AL,Chilton County,1021,19310,REP,16085
AL,Choctaw County,1023,7464,REP,3001
AL,Clarke County,1025,13135,DEM,36055
AL,Clay County,1027,6930,REP,84480
AL,Cleburne County,1029,7227,REP,6484
AL,Coffee County,1031,22275,REP,10578
AL,Colbert County,1033,27886,REP,19203
AL,Conecuh County,1035,6441,REP,3442
AL,Coosa County,1037,5479,REP,3631
AL,Autauga County,1001,27770,REP,19838
AL,Covington County,1039,17430,REP,5854
AL,Crenshaw County,1041,6617,REP,4864
AL,Cullman County,1043,41851,REP,36880
AL,Dale County,1045,19738,REP,14303
AL,Dallas County,1047,17864,REP,27987
AL,Elmore County,1051,41030,REP,7246
AL,Escambia County,1053,15910,REP,96674
AL,Etowah County,1055,47728,REP,35528
AL,Fayette County,1057,8766,REP,37956
AL,Baldwin County,1003,109679,DEM,9140
AL,Franklin County,1059,12578,REP,4675
AL,Geneva County,1061,12545,REP,10848
AL,Greene County,1063,4775,REP,7066
AL,Hale County,1065,7904,REP,7177
AL,Henry County,1067,9298,DEM,73443
AL,Houston County,1069,46173,REP,41540
AL,Jackson County,1071,23636,REP,15488
AL,Jefferson County,1073,325848,REP,4479
AL,Lamar County,1075,7193,REP,6331
AL,Lauderdale County,1077,44339,REP,17967
AL,Barbour County,1005,10518,REP,5116
AL,Lawrence County,1079,16031,REP,4886
AL,Lee County,1081,71449,REP,233247
AL,Limestone County,1083,49235,REP,6789
AL,Lowndes County,1085,6835,REP,25692
AL,Macon County,1087,8723,DEM,2858
AL,Madison County,1089,194767,REP,5576
AL,Marengo County,1091,10900,DEM,5488
AL,Marion County,1093,13807,REP,127826
AL,Marshall County,1095,39655,REP,4197
AL,Mobile County,1097,183164,REP,101243
AL,Bibb County,1007,9595,DEM,43408
AL,Monroe County,1099,10668,REP,25693
AL,Montgomery County,1101,99139,REP,2960
AL,Morgan County,1103,53722,REP,8231
AL,Perry County,1105,5230,REP,7313
AL,Pickens County,1107,9668,REP,14110
AL,Pike County,1109,13841,REP,9127
AL,Randolph County,1111,10837,DEM,1671
AL,Russell County,1113,21329,REP,2765
AL,St. Clair County,1115,44441,DEM,68325
AL,Shelby County,1117,114950,REP,9426
AL,Blount County,1009,27588,REP,47369
AL,Sumter County,1119,6291,REP,62761
AL,Talladega County,1121,35663,REP,22235
AL,Tallapoosa County,1123,20991,REP,14963
AL,Tuscaloosa County,1125,90172,REP,51117
AL,Walker County,1127,31170,REP,23173
AL,Washington County,1129,8876,REP,9876
AL,Wilcox County,1131,5903,REP,2402
AL,Winston County,1133,11284,REP,5112
AL,Bullock County,1011,4613,DEM,3446
AL,Butler County,1013,9488,REP,5542
AL,Calhoun County,1015,50983,REP,5274
AL,Chambers County,1017,15284,REP,17353
AR,Clark County,5019,8395,REP,264
AR,Clay County,5021,5183,REP,84480
AR,Cleburne County,5023,12680,REP,6484
AR,Cleveland County,5025,3600,REP,33798
AR,Columbia County,5027,8616,REP,23836
AR,Conway County,5029,8685,REP,5694
AR,Craighead County,5031,38511,REP,25558
AR,Crawford County,5033,24091,REP,4428
AR,Crittenden County,5035,16367,REP,3451
AR,Cross County,5037,6942,REP,4946
AR,Arkansas County,5001,6292,REP,4304
AR,Dallas County,5039,2649,REP,27987
AR,Desha County,5041,4164,DEM,2016
AR,Drew County,5043,6908,REP,4349
AR,Faulkner County,5045,54428,REP,34421
AR,Franklin County,5047,7129,REP,4675
AR,Fulton County,5049,5119,DEM,380212
AR,Garland County,5051,44199,REP,29069
AR,Grant County,5053,8200,REP,18543
AR,Greene County,5055,16100,REP,7066
AR,Hempstead County,5057,6848,REP,4470
AR,Ashley County,5003,7926,REP,5548
AR,Hot Spring County,5059,12557,REP,9202
AR,Howard County,5061,4834,REP,26449
AR,Independence County,5063,14512,REP,11250
AR,Izard County,5065,5810,REP,4631
AR,Jackson County,5067,5091,REP,15488
AR,Jefferson County,5069,25158,REP,4479
AR,Johnson County,5071,9498,REP,2850
AR,Lafayette County,5073,2679,REP,3128
AR,Lawrence County,5075,5857,REP,4886
AR,Lee County,5077,2848,REP,233247
AR,Baxter County,5005,21007,REP,15836
AR,Lincoln County,5079,3875,REP,3173
AR,Little River County,5081,5177,REP,3715
AR,Logan County,5083,8225,REP,9136
AR,Lonoke County,5085,30662,REP,22884
AR,Madison County,5087,7351,REP,5576
AR,Marion County,5089,7503,REP,127826
AR,Miller County,5091,16529,REP,2066
AR,Mississippi County,5093,12342,REP,3537
AR,Monroe County,5095,2816,REP,25693
AR,Montgomery County,5097,3873,REP,2960
AR,Benton County,5007,119912,REP,3007
AR,Nevada County,5099,3358,REP,2133
AR,Newton County,5101,3998,DEM,29789
AR,Ouachita County,5103,9629,REP,5294
AR,Perry County,5105,4627,REP,7313
AR,Phillips County,5107,6242,REP,2388
AR,Pike County,5109,4246,REP,9127
AR,Poinsett County,5111,7521,REP,5918
AR,Polk County,5113,8490,REP,194586
AR,Pope County,5115,24432,REP,1722
AR,Prairie County,5117,3495,REP,603
AR,Boone County,5009,17114,REP,13883
AR,Pulaski County,5119,169956,REP,2815
AR,Randolph County,5121,6812,DEM,1671
AR,St. Francis County,5123,7108,DEM,3604
AR,Saline County,5125,56959,REP,8103
AR,Scott County,5127,3551,REP,2114
AR,Searcy County,5129,4019,REP,3365
AR,Sebastian County,5131,47140,REP,31198
AR,Sevier County,5133,5202,REP,33783
AR,Sharp County,5135,7566,REP,5938
AR,Stone County,5137,5938,REP,5964
AR,Bradley County,5011,3654,REP,35204
AR,Union County,5139,16607,REP,5133
AR,Van Buren County,5141,7807,REP,2859
AR,Washington County,5143,94266,REP,9876
AR,White County,5145,30885,REP,12222
AR,Woodruff County,5147,2476,REP,1543
AR,Yell County,5149,6741,REP,5226
AR,Calhoun County,5013,2182,REP,5274
AR,Carroll County,5015,11797,REP,37476
AR,Chicot County,5017,4103,DEM,2260
CA,Fresno County,6019,364809,DEM,193025
CA,Glenn County,6021,11292,REP,7063
CA,Humboldt County,6023,68828,REP,3819
CA,Imperial County,6025,56718,DEM,34678
CA,Inyo County,6027,9481,DEM,4634
CA,Kern County,6029,305226,REP,164484
CA,Kings County,6031,43858,DEM,703310
CA,Lake County,6033,28800,REP,125859
CA,Lassen County,6035,11985,REP,8970
CA,Los Angeles County,6037,4263443,DEM,3028885
CA,Alameda County,6001,769864,DEM,617659
CA,Madera County,6039,53722,REP,29378
CA,Marin County,6041,155801,DEM,128288
CA,Mariposa County,6043,10280,REP,5950
CA,Mendocino County,6045,43336,DEM,28782
CA,Merced County,6047,90541,DEM,48991
CA,Modoc County,6049,4338,REP,3109
CA,Mono County,6051,6737,DEM,4013
CA,Monterey County,6053,163883,DEM,113953
CA,Napa County,6055,72122,DEM,49817
CA,Nevada County,6057,64738,REP,2133
CA,Alpine County,6003,741,DEM,476
CA,Orange County,6059,1521725,DEM,395014
CA,Placer County,6061,235017,REP,122488
CA,Plumas County,6063,11256,REP,6445
CA,Riverside County,6065,996156,DEM,527945
CA,Sacramento County,6067,718290,DEM,440808
CA,San Benito County,6069,28821,DEM,17628
CA,San Bernardino County,6071,840931,DEM,455859
CA,San Diego County,6073,1601722,DEM,964650
CA,San Francisco County,6075,443458,DEM,378156
CA,San Joaquin County,6077,288443,DEM,161137
CA,Amador County,6005,22302,REP,13585
CA,San Luis Obispo County,6079,159681,DEM,88310
CA,San Mateo County,6081,374138,DEM,291410
CA,Santa Barbara County,6083,200288,DEM,129963
CA,Santa Clara County,6085,850522,DEM,617967
CA,Santa Cruz County,6087,144796,DEM,114246
CA,Shasta County,6089,92900,REP,60789
CA,Sierra County,6091,1930,REP,3542
CA,Siskiyou County,6093,23450,REP,13290
CA,Solano County,6095,205831,DEM,131639
CA,Sonoma County,6097,268252,DEM,199938
CA,Butte County,6007,102042,REP,1202
CA,Stanislaus County,6099,214876,DEM,105841
CA,Sutter County,6101,42640,REP,24375
CA,Tehama County,6103,28721,REP,19141
CA,Trinity County,6105,6258,REP,5579
CA,Tulare County,6107,146832,REP,77579
CA,Tuolumne County,6109,30401,REP,17689
CA,Ventura County,6111,422698,DEM,251388
CA,Yolo County,6113,97264,DEM,67598
CA,Yuba County,6115,29787,REP,17676
CA,Calaveras County,6009,27164,REP,16518
CA,Colusa County,6011,7951,REP,4554
CA,Contra Costa County,6013,581230,DEM,416386
CA,Del Norte County,6015,11452,REP,6461
CA,El Dorado County,6017,116138,REP,61838
CO,Clear Creek County,8019,6548,DEM,3604
CO,Conejos County,8021,4333,REP,2286
CO,Costilla County,8023,2094,DEM,1311
CO,Crowley County,8025,1750,REP,1271
CO,Custer County,8027,3634,REP,2089
CO,Delta County,8029,19370,REP,13207
CO,Denver County,8031,393827,DEM,313293
CO,Dolores County,8033,1449,REP,1089
CO,Douglas County,8035,231599,DEM,42814
CO,Eagle County,8037,29140,DEM,18588
CO,Adams County,8001,236735,REP,1941
CO,Elbert County,8039,18983,REP,6226
CO,El Paso County,8041,378849,DEM,178126
CO,Fremont County,8043,25557,REP,5548
CO,Garfield County,8045,30904,REP,764
CO,Gilpin County,8047,4186,DEM,2223
CO,Grand County,8049,9878,DEM,2806
CO,Gunnison County,8051,11190,DEM,7132
CO,Hinsdale County,8053,632,REP,353
CO,Huerfano County,8055,4406,REP,2203
CO,Jackson County,8057,876,REP,15488
CO,Alamosa County,8003,7808,REP,3813
CO,Jefferson County,8059,377357,REP,4479
CO,Kiowa County,8061,903,REP,957
CO,Kit Carson County,8063,3871,REP,3144
CO,Lake County,8065,3961,REP,125859
CO,La Plata County,8067,35667,DEM,20548
CO,Larimer County,8069,224338,DEM,126120
CO,Las Animas County,8071,7961,REP,4284
CO,Lincoln County,8073,2651,REP,3173
CO,Logan County,8075,10532,REP,9136
CO,Mesa County,8077,90622,REP,56894
